창고,SKU명,카테고리,예측수요,현재고,안전재고계수,조정수요,발주권고량,발주필요
A센터,[전국산지] 느타리버섯_1팩(200g) (0744),버섯류,94,2445.9408435835094,1.15,108,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (0867),버섯류,88,3168.108145545798,1.15,101,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (1368),버섯류,86,1344.4655887322251,1.15,99,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (1605),버섯류,76,2049.9489178844333,1.15,87,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (1686),버섯류,82,1959.0278987022334,1.15,94,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (1692),버섯류,78,1304.6680965831965,1.15,90,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (1823),버섯류,85,2050.5318097761065,1.15,98,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (2235),버섯류,65,2213.4850999858654,1.15,75,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (2287),버섯류,79,1864.1626703534166,1.15,91,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (2400),버섯류,76,1356.5223921643378,1.15,87,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (2539),버섯류,71,1949.158911012517,1.15,82,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (3083),버섯류,74,1964.4872016715278,1.15,85,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (3174),버섯류,83,2145.933285973721,1.15,95,0,0
A센터,[전국산지] 느타리버섯_1팩(200g) (3249),버섯류,81,2220.288830024503,1.15,93,0,0
A센터,[전국산지] 당근_1봉(1kg) (1226),근채류,80,5441.797000105651,1.1,88,0,0
A센터,[전국산지] 당근_1봉(1kg) (2325),근채류,86,4396.747230043183,1.1,95,0,0
A센터,[전국산지] 당근_1봉(1kg) (2983),근채류,91,5769.1337928831845,1.1,100,0,0
A센터,[전국산지] 대파_1단(특) (0152),조미채류,138,5682.704561021447,1.15,159,0,0
A센터,[전국산지] 대파_1단(특) (0875),조미채류,111,5928.238484534135,1.15,128,0,0
A센터,[전국산지] 대파_1단(특) (0922),조미채류,113,6122.553493741866,1.15,130,0,0
A센터,[전국산지] 대파_1단(특) (1277),조미채류,105,5719.267581889172,1.15,121,0,0
A센터,[전국산지] 대파_1단(특) (1463),조미채류,139,4665.964589153349,1.15,160,0,0
A센터,[전국산지] 대파_1단(특) (1540),조미채류,111,4244.683577129664,1.15,128,0,0
A센터,[전국산지] 대파_1단(특) (1665),조미채류,125,5737.65789523441,1.15,144,0,0
A센터,[전국산지] 대파_1단(특) (2448),조미채류,154,6531.6451122602375,1.15,177,0,0
A센터,[전국산지] 대파_1단(특) (2753),조미채류,106,5004.8111324717975,1.15,122,0,0
A센터,[전국산지] 대파_1단(특) (2805),조미채류,104,6449.271247991582,1.15,120,0,0
A센터,[전국산지] 대파_1단(특) (2960),조미채류,110,5413.580476600223,1.15,126,0,0
A센터,[전국산지] 대파_1단(특) (3111),조미채류,135,6472.61660118773,1.15,155,0,0
A센터,[전국산지] 대파_1단(특) (3113),조미채류,115,5454.898041010943,1.15,132,0,0
A센터,[전국산지] 대파_1단(특) (3127),조미채류,93,5129.721279170282,1.15,107,0,0
A센터,[전국산지] 마늘_1봉(깐마늘/500g) (0478),근채류,89,4877.204620302236,1.1,98,0,0
A센터,[전국산지] 마늘_1봉(깐마늘/500g) (0509),근채류,96,6330.489543434551,1.1,106,0,0
A센터,[전국산지] 마늘_1봉(깐마늘/500g) (0593),근채류,92,5181.478165167213,1.1,101,0,0
A센터,[전국산지] 마늘_1봉(깐마늘/500g) (0820),근채류,98,5479.941810026369,1.1,108,0,0
A센터,[전국산지] 마늘_1봉(깐마늘/500g) (1153),근채류,90,5398.134542281113,1.1,99,0,0
A센터,[전국산지] 마늘_1봉(깐마늘/500g) (1906),근채류,86,5100.566918272743,1.1,95,0,0
A센터,[전국산지] 마늘_1봉(깐마늘/500g) (3241),근채류,84,4560.668905395716,1.1,92,0,0
A센터,[전국산지] 무_1개(1.5kg) (0133),근채류,104,3973.8786605471337,1.1,114,0,0
A센터,[전국산지] 무_1개(1.5kg) (0357),근채류,83,4556.905787205964,1.1,91,0,0
A센터,[전국산지] 무_1개(1.5kg) (0393),근채류,86,5417.360825251746,1.1,95,0,0
A센터,[전국산지] 무_1개(1.5kg) (0691),근채류,88,5111.624974206975,1.1,97,0,0
A센터,[전국산지] 무_1개(1.5kg) (1797),근채류,108,5604.906416712512,1.1,119,0,0
A센터,[전국산지] 무_1개(1.5kg) (1966),근채류,85,5947.305829089043,1.1,94,0,0
A센터,[전국산지] 무_1개(1.5kg) (2462),근채류,85,5859.6237382462805,1.1,94,0,0
A센터,[전국산지] 무_1개(1.5kg) (2717),근채류,94,5960.239081286089,1.1,103,0,0
A센터,[전국산지] 무순_1팩 (0328),나물류,99,2306.789826413605,1.2,119,0,0
A센터,[전국산지] 무순_1팩 (0560),나물류,91,2990.2276588165996,1.2,109,0,0
A센터,[전국산지] 무순_1팩 (0715),나물류,90,1780.3363048643994,1.2,108,0,0
A센터,[전국산지] 무순_1팩 (0790),나물류,81,2039.785339254497,1.2,97,0,0
A센터,[전국산지] 무순_1팩 (1352),나물류,120,2045.027357831055,1.2,144,0,0
A센터,[전국산지] 무순_1팩 (1549),나물류,95,2338.1459788161833,1.2,114,0,0
A센터,[전국산지] 무순_1팩 (1587),나물류,81,1641.9250396421887,1.2,97,0,0
A센터,[전국산지] 무순_1팩 (1747),나물류,90,2146.587875674953,1.2,108,0,0
A센터,[전국산지] 무순_1팩 (2239),나물류,80,832.9558661426747,1.2,96,0,0
A센터,[전국산지] 무순_1팩 (2522),나물류,85,1900.7327999071279,1.2,102,0,0
A센터,[전국산지] 무순_1팩 (3095),나물류,104,2032.9940140058748,1.2,125,0,0
A센터,[전국산지] 무순_1팩 (3202),나물류,107,2242.4806219596635,1.2,128,0,0
A센터,[전국산지] 미나리_1봉(200g) (0157),조미채류,132,4520.968406438133,1.15,152,0,0
A센터,[전국산지] 미나리_1봉(200g) (0164),조미채류,119,5522.93170136245,1.15,137,0,0
A센터,[전국산지] 미나리_1봉(200g) (0175),조미채류,105,4342.71931177934,1.15,121,0,0
A센터,[전국산지] 미나리_1봉(200g) (0448),조미채류,89,5997.31630780869,1.15,102,0,0
A센터,[전국산지] 미나리_1봉(200g) (0611),조미채류,114,4212.454387442253,1.15,131,0,0
A센터,[전국산지] 미나리_1봉(200g) (1602),조미채류,100,5333.550516588879,1.15,115,0,0
A센터,[전국산지] 미나리_1봉(200g) (1754),조미채류,111,7082.976102197877,1.15,128,0,0
A센터,[전국산지] 미나리_1봉(200g) (1811),조미채류,106,5980.506960358215,1.15,122,0,0
A센터,[전국산지] 미나리_1봉(200g) (1861),조미채류,110,5766.54875669241,1.15,126,0,0
A센터,[전국산지] 미나리_1봉(200g) (2536),조미채류,108,5452.141619527367,1.15,124,0,0
A센터,[전국산지] 미나리_1봉(200g) (3004),조미채류,137,6014.56002475876,1.15,158,0,0
A센터,[전국산지] 배추_1망(3포기) (0085),엽채류,119,3987.626111834903,1.2,143,0,0
A센터,[전국산지] 배추_1망(3포기) (0319),엽채류,109,3459.9697073341763,1.2,131,0,0
A센터,[전국산지] 배추_1망(3포기) (0342),엽채류,123,2771.1050904594995,1.2,148,0,0
A센터,[전국산지] 배추_1망(3포기) (0508),엽채류,130,3565.389855396209,1.2,156,0,0
A센터,[전국산지] 배추_1망(3포기) (0683),엽채류,132,4522.298180725942,1.2,158,0,0
A센터,[전국산지] 배추_1망(3포기) (1222),엽채류,112,3540.592652778924,1.2,134,0,0
A센터,[전국산지] 배추_1망(3포기) (1254),엽채류,101,3193.0569534824053,1.2,121,0,0
A센터,[전국산지] 배추_1망(3포기) (1595),엽채류,132,2686.275930607624,1.2,158,0,0
A센터,[전국산지] 배추_1망(3포기) (1732),엽채류,108,2660.222204267315,1.2,130,0,0
A센터,[전국산지] 배추_1망(3포기) (2637),엽채류,136,3184.0989114475105,1.2,163,0,0
A센터,[전국산지] 배추_1망(3포기) (3272),엽채류,123,3200.089687684055,1.2,148,0,0
A센터,[전국산지] 부추_1단(500g) (0276),엽채류,114,2839.4042064667124,1.2,137,0,0
A센터,[전국산지] 부추_1단(500g) (0962),엽채류,97,3310.3732752066903,1.2,116,0,0
A센터,[전국산지] 부추_1단(500g) (1133),엽채류,116,4232.524694809776,1.2,139,0,0
A센터,[전국산지] 부추_1단(500g) (1631),엽채류,107,2313.163048864008,1.2,128,0,0
A센터,[전국산지] 부추_1단(500g) (1662),엽채류,133,1516.8842003655873,1.2,160,0,0
A센터,[전국산지] 부추_1단(500g) (1775),엽채류,106,3511.8399199873356,1.2,127,0,0
A센터,[전국산지] 부추_1단(500g) (2164),엽채류,131,1638.334775420878,1.2,157,0,0
A센터,[전국산지] 부추_1단(500g) (2264),엽채류,115,2996.2277761861633,1.2,138,0,0
A센터,[전국산지] 부추_1단(500g) (2643),엽채류,131,3324.554396074752,1.2,157,0,0
A센터,[전국산지] 부추_1단(500g) (2862),엽채류,113,2713.223303148688,1.2,136,0,0
A센터,[전국산지] 상추_1봉(200g) (0105),엽채류,139,3188.5297847516467,1.2,167,0,0
A센터,[전국산지] 상추_1봉(200g) (0422),엽채류,100,3607.1215235378077,1.2,120,0,0
A센터,[전국산지] 상추_1봉(200g) (1024),엽채류,99,1844.9346714552928,1.2,119,0,0
A센터,[전국산지] 상추_1봉(200g) (1512),엽채류,106,1438.2041758946536,1.2,127,0,0
A센터,[전국산지] 상추_1봉(200g) (2057),엽채류,96,3062.2340269482697,1.2,115,0,0
A센터,[전국산지] 상추_1봉(200g) (2804),엽채류,126,2670.468364084217,1.2,151,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (0165),버섯류,82,2259.8031307093474,1.15,94,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (0206),버섯류,75,2013.3058114161377,1.15,86,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (0359),버섯류,86,2338.6014509678753,1.15,99,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (0882),버섯류,83,2331.0104778213968,1.15,95,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (1137),버섯류,90,2214.3241808794664,1.15,103,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (1235),버섯류,93,2053.758361081989,1.15,107,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (1432),버섯류,73,1949.325528395531,1.15,84,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (1577),버섯류,80,892.2513616352137,1.15,92,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (2099),버섯류,74,1580.1797096284467,1.15,85,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (2256),버섯류,74,1748.6107592565372,1.15,85,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (2649),버섯류,84,2298.880653786703,1.15,97,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (2820),버섯류,83,2115.2999724518736,1.15,95,0,0
A센터,[전국산지] 새송이버섯_1봉(400g) (2851),버섯류,88,2235.2896410369444,1.15,101,0,0
A센터,[전국산지] 생강_1봉(300g) (1267),근채류,93,5553.467400943263,1.1,102,0,0
A센터,[전국산지] 생강_1봉(300g) (1589),근채류,89,6595.846696132913,1.1,98,0,0
A센터,[전국산지] 생강_1봉(300g) (1809),근채류,91,5814.2965141944605,1.1,100,0,0
A센터,[전국산지] 생강_1봉(300g) (3271),근채류,89,5730.315798523996,1.1,98,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (0237),나물류,106,2447.88404028078,1.2,127,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (0468),나물류,104,2465.1103617704566,1.2,125,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (0523),나물류,97,2490.0023225500754,1.2,116,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (0821),나물류,84,512.7433245200198,1.2,101,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (1165),나물류,95,2242.174675707296,1.2,114,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (1311),나물류,89,2125.081678875623,1.2,107,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (1575),나물류,108,2314.8372707208123,1.2,130,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (1780),나물류,113,2050.7779091973084,1.2,136,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (1973),나물류,63,1871.28515693618,1.2,76,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (2094),나물류,103,2195.549577125081,1.2,124,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (2640),나물류,99,2566.9527505731585,1.2,119,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (2735),나물류,84,2233.2838065008564,1.2,101,0,0
A센터,[전국산지] 숙주나물_1봉(300g) (2976),나물류,78,1067.423220028422,1.2,94,0,0
A센터,[전국산지] 시금치_1단(300g) (0577),엽채류,105,4326.478355592678,1.2,126,0,0
A센터,[전국산지] 시금치_1단(300g) (1956),엽채류,106,3995.233425925271,1.2,127,0,0
A센터,[전국산지] 시금치_1단(300g) (2142),엽채류,146,4145.139999084079,1.2,175,0,0
A센터,[전국산지] 시금치_1단(300g) (2221),엽채류,121,3757.8556664649427,1.2,145,0,0
A센터,[전국산지] 시금치_1단(300g) (2481),엽채류,107,3241.3427430589136,1.2,128,0,0
A센터,[전국산지] 애호박_1개 (0938),과채류,114,2620.8135335235174,1.15,131,0,0
A센터,[전국산지] 애호박_1개 (1961),과채류,116,3729.7652948364967,1.15,133,0,0
A센터,[전국산지] 애호박_1개 (2029),과채류,122,2552.684937847224,1.15,140,0,0
A센터,[전국산지] 애호박_1개 (2543),과채류,101,3694.7934974622076,1.15,116,0,0
A센터,[전국산지] 애호박_1개 (2670),과채류,104,3388.0602072316897,1.15,120,0,0
A센터,[전국산지] 양배추_1통(특) (0371),엽채류,111,2830.803129015657,1.2,133,0,0
A센터,[전국산지] 양배추_1통(특) (2430),엽채류,113,3273.149363573396,1.2,136,0,0
A센터,[전국산지] 양배추_1통(특) (2546),엽채류,117,3110.06991358953,1.2,140,0,0
A센터,[전국산지] 양배추_1통(특) (2889),엽채류,116,3884.739137364464,1.2,139,0,0
A센터,[전국산지] 양배추_1통(특) (2955),엽채류,81,3207.362409659628,1.2,97,0,0
A센터,[전국산지] 양배추_1통(특) (3016),엽채류,138,3884.8554321703073,1.2,166,0,0
A센터,[전국산지] 양배추_1통(특) (3043),엽채류,140,3184.216338861993,1.2,168,0,0
A센터,[전국산지] 양파_1망(1.5kg) (0257),근채류,98,4605.31167940728,1.1,108,0,0
A센터,[전국산지] 양파_1망(1.5kg) (0662),근채류,96,5873.426049821859,1.1,106,0,0
A센터,[전국산지] 양파_1망(1.5kg) (1421),근채류,96,6404.050290209954,1.1,106,0,0
A센터,[전국산지] 양파_1망(1.5kg) (1794),근채류,92,6429.991074856643,1.1,101,0,0
A센터,[전국산지] 양파_1망(1.5kg) (1962),근채류,93,5243.994564964049,1.1,102,0,0
A센터,[전국산지] 양파_1망(1.5kg) (2991),근채류,93,6389.144370263259,1.1,102,0,0
A센터,[전국산지] 오이_1봉(3개) (0102),과채류,111,3567.8872247361724,1.15,128,0,0
A센터,[전국산지] 오이_1봉(3개) (0928),과채류,110,3662.676645342308,1.15,126,0,0
A센터,[전국산지] 오이_1봉(3개) (0948),과채류,104,3205.0858294042882,1.15,120,0,0
A센터,[전국산지] 오이_1봉(3개) (1937),과채류,100,3608.4508539543667,1.15,115,0,0
A센터,[전국산지] 오이_1봉(3개) (2114),과채류,103,3772.061628527898,1.15,118,0,0
A센터,[전국산지] 오이_1봉(3개) (2158),과채류,102,2600.026500068641,1.15,117,0,0
A센터,[전국산지] 오이_1봉(3개) (2265),과채류,104,4129.969150808811,1.15,120,0,0
A센터,[전국산지] 쪽파_1단 (0029),조미채류,118,6432.981070021218,1.15,136,0,0
A센터,[전국산지] 쪽파_1단 (0203),조미채류,117,6827.55499996722,1.15,135,0,0
A센터,[전국산지] 쪽파_1단 (0518),조미채류,108,6123.424042029021,1.15,124,0,0
A센터,[전국산지] 쪽파_1단 (0582),조미채류,133,4637.818871894084,1.15,153,0,0
A센터,[전국산지] 쪽파_1단 (0819),조미채류,99,5655.818284703215,1.15,114,0,0
A센터,[전국산지] 쪽파_1단 (0871),조미채류,131,5914.447008101033,1.15,151,0,0
A센터,[전국산지] 쪽파_1단 (1109),조미채류,131,5976.045069445619,1.15,151,0,0
A센터,[전국산지] 쪽파_1단 (1613),조미채류,123,5598.539161954075,1.15,141,0,0
A센터,[전국산지] 쪽파_1단 (1862),조미채류,109,3500.2046455198415,1.15,125,0,0
A센터,[전국산지] 쪽파_1단 (1899),조미채류,103,5808.89673417504,1.15,118,0,0
A센터,[전국산지] 쪽파_1단 (2398),조미채류,132,5536.841323753225,1.15,152,0,0
A센터,[전국산지] 쪽파_1단 (2602),조미채류,122,5726.663052758404,1.15,140,0,0
A센터,[전국산지] 쪽파_1단 (2604),조미채류,127,4710.490808566995,1.15,146,0,0
A센터,[전국산지] 쪽파_1단 (2712),조미채류,108,6400.513163496706,1.15,124,0,0
A센터,[전국산지] 쪽파_1단 (2942),조미채류,125,5551.031792457259,1.15,144,0,0
A센터,[전국산지] 쪽파_1단 (3058),조미채류,113,6335.774527921073,1.15,130,0,0
A센터,[전국산지] 쪽파_1단 (3128),조미채류,119,6115.525150301587,1.15,137,0,0
A센터,[전국산지] 쪽파_1단 (3296),조미채류,128,3752.094183669975,1.15,147,0,0
A센터,[전국산지] 쪽파_1단 (3297),조미채류,124,5320.20747054081,1.15,143,0,0
A센터,[전국산지] 청경채_1봉(300g) (0045),엽채류,145,3514.8666511609817,1.2,174,0,0
A센터,[전국산지] 청경채_1봉(300g) (1636),엽채류,117,3400.121296039874,1.2,140,0,0
A센터,[전국산지] 청경채_1봉(300g) (1656),엽채류,107,3264.9447476885466,1.2,128,0,0
A센터,[전국산지] 청경채_1봉(300g) (1793),엽채류,93,3008.692299312782,1.2,112,0,0
A센터,[전국산지] 청경채_1봉(300g) (2039),엽채류,98,2595.469718793512,1.2,118,0,0
A센터,[전국산지] 청경채_1봉(300g) (2425),엽채류,131,2746.235044804785,1.2,157,0,0
A센터,[전국산지] 콩나물_1봉(300g) (0111),나물류,97,1575.4037377931952,1.2,116,0,0
A센터,[전국산지] 콩나물_1봉(300g) (0173),나물류,94,2023.8466859262485,1.2,113,0,0
A센터,[전국산지] 콩나물_1봉(300g) (0272),나물류,91,2086.121440371565,1.2,109,0,0
A센터,[전국산지] 콩나물_1봉(300g) (0304),나물류,91,1576.968636790458,1.2,109,0,0
A센터,[전국산지] 콩나물_1봉(300g) (0351),나물류,90,2062.9847280791523,1.2,108,0,0
A센터,[전국산지] 콩나물_1봉(300g) (0496),나물류,85,1172.7053769640336,1.2,102,0,0
A센터,[전국산지] 콩나물_1봉(300g) (0556),나물류,72,2177.1168054804593,1.2,86,0,0
A센터,[전국산지] 콩나물_1봉(300g) (0641),나물류,100,2420.7080420458815,1.2,120,0,0
A센터,[전국산지] 콩나물_1봉(300g) (0839),나물류,93,2482.1388118414598,1.2,112,0,0
A센터,[전국산지] 콩나물_1봉(300g) (2132),나물류,101,2115.990434062309,1.2,121,0,0
A센터,[전국산지] 콩나물_1봉(300g) (2183),나물류,100,463.3778675219664,1.2,120,0,0
A센터,[전국산지] 콩나물_1봉(300g) (2250),나물류,97,916.4247909806197,1.2,116,0,0
A센터,[전국산지] 콩나물_1봉(300g) (2332),나물류,78,840.958181626718,1.2,94,0,0
A센터,[전국산지] 콩나물_1봉(300g) (2355),나물류,94,1923.0417423562808,1.2,113,0,0
A센터,[전국산지] 콩나물_1봉(300g) (2510),나물류,115,1999.6710675494835,1.2,138,0,0
A센터,[전국산지] 콩나물_1봉(300g) (2598),나물류,112,2578.896493103275,1.2,134,0,0
A센터,[전국산지] 콩나물_1봉(300g) (2636),나물류,83,2578.235738418715,1.2,100,0,0
A센터,[전국산지] 콩나물_1봉(300g) (2645),나물류,95,2095.090545788007,1.2,114,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (0975),과채류,110,3696.656874121969,1.15,126,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (1003),과채류,105,3865.3098627383897,1.15,121,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (1292),과채류,103,4179.188902535755,1.15,118,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (1396),과채류,106,2621.532650778805,1.15,122,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (1582),과채류,110,4014.962394694282,1.15,126,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (1733),과채류,96,3925.665673866021,1.15,110,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (2199),과채류,104,3956.611106055773,1.15,120,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (2944),과채류,107,4409.465483399145,1.15,123,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (2996),과채류,96,4480.4506276429165,1.15,110,0,0
A센터,[전국산지] 토마토_1팩(완숙/1kg) (3188),과채류,105,3811.4634095263646,1.15,121,0,0
A센터,[전국산지] 파프리카_1봉(2개) (0317),과채류,100,2677.35666194478,1.15,115,0,0
A센터,[전국산지] 파프리카_1봉(2개) (0353),과채류,108,3235.08298611744,1.15,124,0,0
A센터,[전국산지] 파프리카_1봉(2개) (0369),과채류,111,4226.303642081199,1.15,128,0,0
A센터,[전국산지] 파프리카_1봉(2개) (0740),과채류,112,4008.3181773307465,1.15,129,0,0
A센터,[전국산지] 파프리카_1봉(2개) (0888),과채류,114,2448.734199307246,1.15,131,0,0
A센터,[전국산지] 파프리카_1봉(2개) (1361),과채류,105,3535.135733669609,1.15,121,0,0
A센터,[전국산지] 파프리카_1봉(2개) (1916),과채류,115,2682.555479093962,1.15,132,0,0
A센터,[전국산지] 파프리카_1봉(2개) (2069),과채류,102,4119.183403311688,1.15,117,0,0
A센터,[전국산지] 파프리카_1봉(2개) (2308),과채류,98,4359.116729801063,1.15,113,0,0
A센터,[전국산지] 파프리카_1봉(2개) (2313),과채류,119,3285.4397951413157,1.15,137,0,0
A센터,[전국산지] 파프리카_1봉(2개) (3227),과채류,116,4014.5181830537463,1.15,133,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (0244),버섯류,89,2012.044330238402,1.15,102,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (0412),버섯류,96,1689.3828609667867,1.15,110,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (0588),버섯류,83,2338.0128672850815,1.15,95,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (0653),버섯류,85,2166.1977943581714,1.15,98,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (1205),버섯류,101,2386.072014151392,1.15,116,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (1415),버섯류,97,2375.2065746369335,1.15,112,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (1555),버섯류,92,2110.0914710403586,1.15,106,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (1585),버섯류,94,1579.3661080004026,1.15,108,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (1681),버섯류,91,3114.499705040168,1.15,105,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (2259),버섯류,94,2100.635936480835,1.15,108,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (2511),버섯류,90,2139.776148082755,1.15,103,0,0
A센터,[전국산지] 팽이버섯_1봉(150g) (3100),버섯류,88,1528.1111005605308,1.15,101,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (0251),버섯류,78,3028.452915221845,1.15,90,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (0273),버섯류,90,2452.184049052051,1.15,103,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (0361),버섯류,84,997.6691744141184,1.15,97,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (0764),버섯류,79,2357.4676845053946,1.15,91,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (1190),버섯류,77,1393.5854070605142,1.15,89,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (1238),버섯류,81,1385.8596099432068,1.15,93,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (1274),버섯류,77,2199.5210521791273,1.15,89,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (1471),버섯류,80,1275.2950414647435,1.15,92,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (1492),버섯류,88,2205.410236682689,1.15,101,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (1633),버섯류,86,1986.7597331703123,1.15,99,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (2070),버섯류,70,1663.7442289090484,1.15,80,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (2162),버섯류,84,1825.7779036094053,1.15,97,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (2343),버섯류,85,1348.4320872996282,1.15,98,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (2860),버섯류,74,2522.117993247827,1.15,85,0,0
A센터,[전국산지] 표고버섯_1팩(250g) (3214),버섯류,80,2242.234112293804,1.15,92,0,0
A센터,[하림] 닭가슴살_500g (0055),가금육,66,1531.540119951508,1.2,79,0,0
A센터,[하림] 닭가슴살_500g (0066),가금육,69,1495.9448740387575,1.2,83,0,0
A센터,[하림] 닭가슴살_500g (0067),가금육,68,1868.839383782738,1.2,82,0,0
A센터,[하림] 닭가슴살_500g (0071),가금육,64,1735.250986267563,1.2,77,0,0
A센터,[하림] 닭가슴살_500g (0076),가금육,62,1761.0401368613595,1.2,74,0,0
A센터,[하림] 닭가슴살_500g (0104),가금육,67,1583.2802797665242,1.2,80,0,0
A센터,[하림] 닭가슴살_500g (0109),가금육,60,1929.505924449385,1.2,72,0,0
A센터,[하림] 닭가슴살_500g (0128),가금육,73,1598.1677658438193,1.2,88,0,0
A센터,[하림] 닭가슴살_500g (0177),가금육,74,1790.8854844135403,1.2,89,0,0
A센터,[하림] 닭가슴살_500g (0189),가금육,62,1540.018900623208,1.2,74,0,0
A센터,[하림] 닭가슴살_500g (0219),가금육,62,1531.5140970143764,1.2,74,0,0
A센터,[하림] 닭가슴살_500g (0229),가금육,62,1661.8363252535419,1.2,74,0,0
A센터,[하림] 닭가슴살_500g (0305),가금육,55,978.4201930463345,1.2,66,0,0
A센터,[하림] 닭가슴살_500g (0331),가금육,51,1708.0991642805777,1.2,61,0,0
A센터,[하림] 닭가슴살_500g (0364),가금육,52,1681.649959188172,1.2,62,0,0
A센터,[하림] 닭가슴살_500g (0380),가금육,63,1632.5003946528382,1.2,76,0,0
A센터,[하림] 닭가슴살_500g (0430),가금육,71,1457.5442415573957,1.2,85,0,0
A센터,[하림] 닭가슴살_500g (0490),가금육,57,1311.868922468354,1.2,68,0,0
A센터,[하림] 닭가슴살_500g (0512),가금육,69,1237.757167691233,1.2,83,0,0
A센터,[하림] 닭가슴살_500g (0519),가금육,66,1770.5827409954009,1.2,79,0,0
A센터,[하림] 닭가슴살_500g (0540),가금육,65,1318.5156819778213,1.2,78,0,0
A센터,[하림] 닭가슴살_500g (0559),가금육,68,1454.230176424416,1.2,82,0,0
A센터,[하림] 닭가슴살_500g (0580),가금육,61,1612.3792690758057,1.2,73,0,0
A센터,[하림] 닭가슴살_500g (0585),가금육,63,1562.2725804545407,1.2,76,0,0
A센터,[하림] 닭가슴살_500g (0586),가금육,65,1297.0751049657724,1.2,78,0,0
A센터,[하림] 닭가슴살_500g (0597),가금육,63,1596.3679487827217,1.2,76,0,0
A센터,[하림] 닭가슴살_500g (0602),가금육,56,1590.978963716824,1.2,67,0,0
